delay X,delay Y
1.318e-05,2.346544757832007e-09
1.32e-05,2.347541904146864e-09
1.322e-05,2.348566537980127e-09
1.324e-05,2.349561459054376e-09
1.326e-05,2.350621299301105e-09
1.328e-05,2.351626032236469e-09
1.33e-05,2.3516317038693e-09
1.332e-05,2.352666514627116e-09
1.334e-05,2.353684694798735e-09
1.336e-05,2.354726671774286e-09
1.338e-05,2.355711016199603e-09
1.34e-05,2.356713052458175e-09
1.342e-05,2.357714913783124e-09
1.344e-05,2.35873900637856e-09
1.346e-05,2.359698573080839e-09
1.348e-05,2.360664466714166e-09
1.35e-05,2.361643284346452e-09
1.352e-05,2.362628263265721e-09
1.354e-05,2.363620221853701e-09
1.356e-05,2.364590256613689e-09
1.358e-05,2.365522505022793e-09
1.36e-05,2.366485718052151e-09
1.362e-05,2.359688352379154e-09
1.364e-05,2.359461248927421e-09
1.366e-05,2.360324251671955e-09
1.368e-05,2.361285509067058e-09
1.37e-05,2.362249229561821e-09
1.372e-05,2.363256774434787e-09
1.374e-05,2.364230865865604e-09
1.376e-05,2.365186734157508e-09
1.378e-05,2.366232780730886e-09
1.38e-05,2.367236989292982e-09
1.382e-05,2.368280556825207e-09
1.384e-05,2.369306589636258e-09
1.386e-05,2.370297960115114e-09
1.388e-05,2.371362036862019e-09
1.39e-05,2.372372463383578e-09
1.392e-05,2.373418735815127e-09
1.394e-05,2.373416592436435e-09
1.396e-05,2.374442946732153e-09
1.398e-05,2.37546038245281e-09
1.4e-05,2.376477170277501e-09
1.402e-05,2.377487255507612e-09
1.404e-05,2.378491413754798e-09
1.406e-05,2.379490514572937e-09
1.408e-05,2.380432891594025e-09
1.41e-05,2.381429753959512e-09
1.412e-05,2.382483289543175e-09
1.414e-05,2.383427944529888e-09
1.416e-05,2.384428001591706e-09
1.418e-05,2.385369718812646e-09
1.42e-05,2.386375111258712e-09
1.422e-05,2.387308233305983e-09
1.424e-05,2.388272989435348e-09
1.426e-05,2.381080477995789e-09
1.428e-05,2.380868162039687e-09
1.43e-05,2.381800622437079e-09
1.432e-05,2.382668509269819e-09
1.434e-05,2.383628653148268e-09
1.436e-05,2.384641225259231e-09
1.438e-05,2.385635849933268e-09
1.44e-05,2.386611491250999e-09
1.442e-05,2.387651772469673e-09
1.444e-05,2.388643885049415e-09
1.446e-05,2.389699479226671e-09
1.448e-05,2.390727438163531e-09
1.45e-05,2.391753981661198e-09
1.452e-05,2.392781539543799e-09
1.454e-05,2.393791029422863e-09
1.456e-05,2.394862218635059e-09
1.458e-05,2.394820386117177e-09
1.46e-05,2.395845635185478e-09
1.462e-05,2.39687692402572e-09
1.464e-05,2.397894957302036e-09
1.466e-05,2.398882354176572e-09
1.468e-05,2.399910582457753e-09
1.47e-05,2.400897934060967e-09
1.472e-05,2.401879022529037e-09
1.474e-05,2.402905529922896e-09
1.476e-05,2.403889798593623e-09
1.478e-05,2.404826406123108e-09
1.48e-05,2.405851197129677e-09
1.482e-05,2.406835281205339e-09
1.484e-05,2.407765131648979e-09
1.486e-05,2.40870672980347e-09
1.488e-05,2.409695881701865e-09
1.49e-05,2.402813288880852e-09
1.492e-05,2.402608233129857e-09
1.494e-05,2.403502575443798e-09
1.496e-05,2.404439291581961e-09
1.498e-05,2.40539503163675e-09
1.5e-05,2.406381837743047e-09
1.502e-05,2.407377620923158e-09
1.504e-05,2.408381601987031e-09
1.506e-05,2.409397813245261e-09
1.508e-05,2.410423286266277e-09
